Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sent,Spreadsheet: sent_1,Spreadsheet: word_1,Spreadsheet: card_1,Spreadsheet: card_2,Spreadsheet: corr_1,Spreadsheet: cons,Spreadsheet: vowel,Spreadsheet: target,Manipulation: Spreadsheet,Store: response 1,Store: response 2,Store: Score,Store: Total_q,Store: Score_total
147,1.71141E+12,25/03/2024 22:17:16,1.71139E+12,-4,25/03/2024 14:17:16,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,11,Trials_blk2,Screen 1,xaswna,1,continue,,299.90000000000146,283.3000000000029,299.90000000000146,299.90000000000146,283.3000000000029,299.90000000000146,0,299.90000000000146,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,kack,kag,kack,k,a,1,,,,52,,
148,1.71141E+12,25/03/2024 22:17:16,1.71139E+12,-4,25/03/2024 14:17:16,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,11,Trials_blk2,Screen 2,u6rw25,2,info,audio started,16.599999999998545,0,16.599999999998545,16.599999999998545,0,16.599999999998545,1,16.599999999998545,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,kack,kag,kack,k,a,1,,,,52,,
149,1.71141E+12,25/03/2024 22:17:16,1.71139E+12,-4,25/03/2024 14:17:16,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,11,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,120,116.19999999999709,120,120,116.19999999999709,120,1,120,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,kack,kag,kack,k,a,1,,,,52,,
150,1.71141E+12,25/03/2024 22:17:16,1.71139E+12,-4,25/03/2024 14:17:16,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,11,Trials_blk2,Screen 2,u6rw25,2,continue,,566.8000000000029,566.8000000000029,566.8000000000029,566.8000000000029,566.8000000000029,566.8000000000029,1,566.8000000000029,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Ted has a pup named ___,ka_50_sent.mp3,ka_50_word.mp3,kack,kag,kack,k,a,1,,,,52,,
151,1.71141E+12,25/03/2024 22:17:16,1.71139E+12,-4,25/03/2024 14:17:16,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,12,Trials_blk2,Screen 1,xaswna,1,response,kack,312.1999999999971,298.8999999999942,312.1999999999971,312.1999999999971,298.8999999999942,312.1999999999971,0,312.1999999999971,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,,,,50,,
152,1.71141E+12,25/03/2024 22:17:16,1.71139E+12,-4,25/03/2024 14:17:16,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,12,Trials_blk2,Screen 1,xaswna,1,continue,,313.1999999999971,298.8999999999942,313.1999999999971,313.1999999999971,298.8999999999942,313.1999999999971,0,313.1999999999971,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,,,,50,,
153,1.71141E+12,25/03/2024 22:17:16,1.71139E+12,-4,25/03/2024 14:17:16,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,12,Trials_blk2,Screen 2,u6rw25,2,info,audio started,15.999999928477337,0,15.999999928477337,15.999999928477337,0,15.999999928477337,1,15.999999928477337,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,,,,50,,
154,1.71141E+12,25/03/2024 22:17:17,1.71139E+12,-4,25/03/2024 14:17:17,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,12,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,117.30000000000291,116.70000000000437,117.30000000000291,117.30000000000291,116.70000000000437,117.30000000000291,1,117.30000000000291,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,,,,50,,
155,1.71141E+12,25/03/2024 22:17:17,1.71139E+12,-4,25/03/2024 14:17:17,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,12,Trials_blk2,Screen 2,u6rw25,2,continue,,567.8000000000029,567.8000000000029,567.8000000000029,567.8000000000029,567.8000000000029,567.8000000000029,1,567.8000000000029,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Ted has a pup named ___,ka_150_sent.mp3,ka_150_word.mp3,kag,kack,kag,k,a,1,,,,50,,
156,1.71141E+12,25/03/2024 22:17:17,1.71139E+12,-4,25/03/2024 14:17:17,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk2,Screen 1,xaswna,1,response,beb,446.6999999284744,432.3000000000029,446.6999999284744,446.6999999284744,432.3000000000029,446.6999999284744,1,446.6999999284744,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,52,,
157,1.71141E+12,25/03/2024 22:17:17,1.71139E+12,-4,25/03/2024 14:17:17,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk2,Screen 1,xaswna,1,continue,,448.09999990463257,432.3000000000029,448.09999990463257,448.09999990463257,432.3000000000029,448.09999990463257,0,448.09999990463257,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,52,,
158,1.71141E+12,25/03/2024 22:17:17,1.71139E+12,-4,25/03/2024 14:17:17,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk2,Screen 2,u6rw25,2,info,audio started,16.30000000000291,0,16.30000000000291,16.30000000000291,0,16.30000000000291,1,16.30000000000291,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,52,,
159,1.71141E+12,25/03/2024 22:17:18,1.71139E+12,-4,25/03/2024 14:17:18,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,119.39999992847152,117.59999999999854,119.39999992847152,119.39999992847152,117.59999999999854,119.39999992847152,1,119.39999992847152,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,52,,
160,1.71141E+12,25/03/2024 22:17:18,1.71139E+12,-4,25/03/2024 14:17:18,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,13,Trials_blk2,Screen 2,u6rw25,2,continue,,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,1,566.5999999999985,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Todd has a cat named ___,beb_sent.mp3,beb_word.mp3,beb,meb,beb,b,e,0,,,,52,,
161,1.71141E+12,25/03/2024 22:17:18,1.71139E+12,-4,25/03/2024 14:17:18,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk2,Screen 1,xaswna,1,response,beb,295.89999995231483,284.40000000000146,295.89999995231483,295.89999995231483,284.40000000000146,295.89999995231483,0,295.89999995231483,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
162,1.71141E+12,25/03/2024 22:17:18,1.71139E+12,-4,25/03/2024 14:17:18,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk2,Screen 1,xaswna,1,continue,,297.6999999046311,284.40000000000146,297.6999999046311,297.6999999046311,284.40000000000146,297.6999999046311,0,297.6999999046311,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
163,1.71141E+12,25/03/2024 22:17:18,1.71139E+12,-4,25/03/2024 14:17:18,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk2,Screen 2,u6rw25,2,info,audio started,15.999999952313374,0,15.999999952313374,15.999999952313374,0,15.999999952313374,1,15.999999952313374,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
164,1.71141E+12,25/03/2024 22:17:18,1.71139E+12,-4,25/03/2024 14:17:18,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,116.49999995231337,99.89999999999418,116.49999995231337,116.49999995231337,99.89999999999418,116.49999995231337,1,116.49999995231337,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
165,1.71141E+12,25/03/2024 22:17:19,1.71139E+12,-4,25/03/2024 14:17:19,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,14,Trials_blk2,Screen 2,u6rw25,2,continue,,566.2999999999956,566.2999999999956,566.2999999999956,566.2999999999956,566.2999999999956,566.2999999999956,1,566.2999999999956,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Todd has a cat named ___,meb_sent.mp3,meb_word.mp3,meb,beb,meb,m,e,0,,,,50,,
166,1.71141E+12,25/03/2024 22:17:19,1.71139E+12,-4,25/03/2024 14:17:19,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk2,Screen 1,xaswna,1,response,geb,309.90000000000146,300.20000000000437,309.90000000000146,309.90000000000146,300.20000000000437,309.90000000000146,1,309.90000000000146,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,52,,
167,1.71141E+12,25/03/2024 22:17:19,1.71139E+12,-4,25/03/2024 14:17:19,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk2,Screen 1,xaswna,1,continue,,311.40000000000146,300.20000000000437,311.40000000000146,311.40000000000146,300.20000000000437,311.40000000000146,0,311.40000000000146,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,52,,
168,1.71141E+12,25/03/2024 22:17:19,1.71139E+12,-4,25/03/2024 14:17:19,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk2,Screen 2,u6rw25,2,info,audio started,13.599999976155232,0,13.599999976155232,13.599999976155232,0,13.599999976155232,1,13.599999976155232,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,52,,
169,1.71141E+12,25/03/2024 22:17:19,1.71139E+12,-4,25/03/2024 14:17:19,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,114.69999999999709,99.09999999999854,114.69999999999709,114.69999999999709,99.09999999999854,114.69999999999709,1,114.69999999999709,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,52,,
170,1.71141E+12,25/03/2024 22:17:20,1.71139E+12,-4,25/03/2024 14:17:20,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,15,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,1,566.6999999999971,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Pat had a toad that said ___,geb_sent.mp3,geb_word.mp3,geb,neb,geb,g,e,0,,,,52,,
171,1.71141E+12,25/03/2024 22:17:20,1.71139E+12,-4,25/03/2024 14:17:20,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk2,Screen 1,xaswna,1,response,geb,339.09999990463257,332.40000000000146,339.09999990463257,339.09999990463257,332.40000000000146,339.09999990463257,0,339.09999990463257,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
172,1.71141E+12,25/03/2024 22:17:20,1.71139E+12,-4,25/03/2024 14:17:20,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk2,Screen 1,xaswna,1,continue,,340.7999999523163,332.40000000000146,340.7999999523163,340.7999999523163,332.40000000000146,340.7999999523163,0,340.7999999523163,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
173,1.71141E+12,25/03/2024 22:17:20,1.71139E+12,-4,25/03/2024 14:17:20,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk2,Screen 2,u6rw25,2,info,audio started,10.899999952314829,0,10.899999952314829,10.899999952314829,0,10.899999952314829,1,10.899999952314829,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
174,1.71141E+12,25/03/2024 22:17:20,1.71139E+12,-4,25/03/2024 14:17:20,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,111.89999995231483,100.69999999999709,111.89999995231483,111.89999995231483,100.69999999999709,111.89999995231483,1,111.89999995231483,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
175,1.71141E+12,25/03/2024 22:17:21,1.71139E+12,-4,25/03/2024 14:17:21,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,16,Trials_blk2,Screen 2,u6rw25,2,continue,,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,566.5999999999985,1,566.5999999999985,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Pat had a toad that said ___,neb_sent.mp3,neb_word.mp3,neb,geb,neb,n,e,0,,,,50,,
176,1.71141E+12,25/03/2024 22:17:21,1.71139E+12,-4,25/03/2024 14:17:21,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk2,Screen 1,xaswna,1,response,bib,367.6999999999971,351,367.6999999999971,367.6999999999971,351,367.6999999999971,1,367.6999999999971,0,0,,Click Response,Card1,7,object-61,Trials_blk2,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,51,,
177,1.71141E+12,25/03/2024 22:17:21,1.71139E+12,-4,25/03/2024 14:17:21,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk2,Screen 1,xaswna,1,continue,,367.6999999999971,351,367.6999999999971,367.6999999999971,351,367.6999999999971,0,367.6999999999971,0,0,,Click To Continue,Card1,7,object-61,Trials_blk2,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,51,,
178,1.71141E+12,25/03/2024 22:17:21,1.71139E+12,-4,25/03/2024 14:17:21,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk2,Screen 2,u6rw25,2,info,audio started,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,51,,
179,1.71141E+12,25/03/2024 22:17:21,1.71139E+12,-4,25/03/2024 14:17:21,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,121.29999995231628,116.09999999999854,121.29999995231628,121.29999995231628,116.09999999999854,121.29999995231628,1,121.29999995231628,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,51,,
180,1.71141E+12,25/03/2024 22:17:22,1.71139E+12,-4,25/03/2024 14:17:22,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,17,Trials_blk2,Screen 2,u6rw25,2,continue,,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,566.6999999999971,1,566.6999999999971,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kat has a tag that read ___,bib_sent.mp3,bib_word.mp3,bib,mib,bib,b,i,0,,,,51,,
181,1.71141E+12,25/03/2024 22:17:22,1.71139E+12,-4,25/03/2024 14:17:22,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk2,Screen 1,xaswna,1,response,bib,401.0999999523192,400,401.0999999523192,401.0999999523192,400,401.0999999523192,0,401.0999999523192,0,0,,Click Response,Card2,6,object-60,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
182,1.71141E+12,25/03/2024 22:17:22,1.71139E+12,-4,25/03/2024 14:17:22,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk2,Screen 1,xaswna,1,continue,,401.99999992847734,400,401.99999992847734,401.99999992847734,400,401.99999992847734,0,401.99999992847734,0,0,,Click To Continue,Card2,6,object-60,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
183,1.71141E+12,25/03/2024 22:17:22,1.71139E+12,-4,25/03/2024 14:17:22,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk2,Screen 2,u6rw25,2,info,audio started,4.6999999761610525,0,4.6999999761610525,4.6999999761610525,0,4.6999999761610525,1,4.6999999761610525,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
184,1.71141E+12,25/03/2024 22:17:22,1.71139E+12,-4,25/03/2024 14:17:22,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk2,Screen 2,u6rw25,2,info,audio finished,105.0999999523192,99.5,105.0999999523192,105.0999999523192,99.5,105.0999999523192,1,105.0999999523192,0,0,,Audio Clip,Audio,2,object-65,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
185,1.71141E+12,25/03/2024 22:17:23,1.71139E+12,-4,25/03/2024 14:17:23,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,18,Trials_blk2,Screen 2,u6rw25,2,continue,,566.7000000000044,566.7000000000044,566.7000000000044,566.7000000000044,566.7000000000044,566.7000000000044,1,566.7000000000044,0,0,,Fixation Timing,Fixation,1,object-64,Trials_blk2,Kat has a tag that read ___,mib_sent.mp3,mib_word.mp3,mib,bib,mib,m,i,0,,,,50,,
186,1.71141E+12,25/03/2024 22:17:33,1.71139E+12,-4,25/03/2024 14:17:33,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Name-Email,Screen 1,h9mmue,1,continue,,10202.199999904631,10199.099999999999,10202.199999904631,10202.199999904631,10199.099999999999,10202.199999904631,1,10202.199999904631,0,0,,Click To Continue,Continue Button,6,object-90,Name-Email,,,,,,,,,,,,,50,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
